STEMMING,tokenized_sents,polarity_score,polarity
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers https t co ks9dsycf2a,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'https', 't', 'co', 'ks9dsycf2a']",0,0
ness kenal luluk taufiqul b anak teknik elektro angkat 2022 tidak yaa kenal reply yaa terima kasihh,"['ness', 'kenal', 'luluk', 'taufiqul', 'b', 'anak', 'teknik', 'elektro', 'angkat', '2022', 'tidak', 'yaa', 'kenal', 'reply', 'yaa', 'terima', 'kasihh']",0,0
ness want to trade haloo nuker almet ukur xl tukar s replyy ajaa ya,"['ness', 'want', 'to', 'trade', 'haloo', 'nuker', 'almet', 'ukur', 'xl', 'tukar', 's', 'replyy', 'ajaa', 'ya']",4,1
ness temu cempakasari milik kartu komen ya ku dm biar ambil https t co rzpkdy5clm,"['ness', 'temu', 'cempakasari', 'milik', 'kartu', 'komen', 'ya', 'ku', 'dm', 'biar', 'ambil', 'https', 't', 'co', 'rzpkdy5clm']",-2,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers bgmna program rumah dp 0 kalau tidak goblok kok tidak mgkin lahan larang buat sertifikat kalau ktp tiap warga wajib milik meski kontrak kost harus ktp n ktp hrz dasar kakak kakak bisa tapi sertifikat ad milik lahan tidak mbluukk,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'bgmna', 'program', 'rumah', 'dp', '0', 'kalau', 'tidak', 'goblok', 'kok', 'tidak', 'mgkin', 'lahan', 'larang', 'buat', 'sertifikat', 'kalau', 'ktp', 'tiap', 'warga', 'wajib', 'milik', 'meski', 'kontrak', 'kost', 'harus', 'ktp', 'n', 'ktp', 'hrz', 'dasar', 'kakak', 'kakak', 'bisa', 'tapi', 'sertifikat', 'ad', 'milik', 'lahan', 'tidak', 'mbluukk']",-31,-1
ness beli produk mas glow ori unnes gimana ya kasi info,"['ness', 'beli', 'produk', 'mas', 'glow', 'ori', 'unnes', 'gimana', 'ya', 'kasi', 'info']",-4,-1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers ulama sudah liat piagam harga yang pamer anis bentuk hadil pesan n hasil beli blok,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'ulama', 'sudah', 'liat', 'piagam', 'harga', 'yang', 'pamer', 'anis', 'bentuk', 'hadil', 'pesan', 'n', 'hasil', 'beli', 'blok']",5,1
fitrahdharul gogo74070675957 bospurwa aniesbaswedan abwnews agusyudhoyono suryapaloh51 syaikhu ahmad nasdem pksejahtera pdemokrat dpp partaiummat pemudakabah panglimapemuda1 pemudanasdem pppemudamu mjl rasulullah aniesmania undip univ indonesia unpad ugmyogyakarta ub official unair official unj official upiofficial univ buka usakti official itbofficial bemfe unnes anak unhas official unand dpr ri mprgoid dpdri ulamalovers wkakakaaakk rusunawa yang tidak semua warga miskin bisa milik kalau ganjar sudah hasil atas entas kmiskinan scara signifikan ratus ribu rumah warga miskin sudah bangun renovasi program beli tanah rumah warga hasil rendah dp 0 bnran,"['fitrahdharul', 'gogo74070675957', 'bospurwa', 'aniesbaswedan', 'abwnews', 'agusyudhoyono', 'suryapaloh51', 'syaikhu', 'ahmad', 'nasdem', 'pksejahtera', 'pdemokrat', 'dpp', 'partaiummat', 'pemudakabah', 'panglimapemuda1', 'pemudanasdem', 'pppemudamu', 'mjl', 'rasulullah', 'aniesmania', 'undip', 'univ', 'indonesia', 'unpad', 'ugmyogyakarta', 'ub', 'official', 'unair', 'official', 'unj', 'official', 'upiofficial', 'univ', 'buka', 'usakti', 'official', 'itbofficial', 'bemfe', 'unnes', 'anak', 'unhas', 'official', 'unand', 'dpr', 'ri', 'mprgoid', 'dpdri', 'ulamalovers', 'wkakakaaakk', 'rusunawa', 'yang', 'tidak', 'semua', 'warga', 'miskin', 'bisa', 'milik', 'kalau', 'ganjar', 'sudah', 'hasil', 'atas', 'entas', 'kmiskinan', 'scara', 'signifikan', 'ratus', 'ribu', 'rumah', 'warga', 'miskin', 'sudah', 'bangun', 'renovasi', 'program', 'beli', 'tanah', 'rumah', 'warga', 'hasil', 'rendah', 'dp', '0', 'bnran']",-19,-1
satecimol unnesmenfess menfess tentang kak,"['satecimol', 'unnesmenfess', 'menfess', 'tentang', 'kak']",-1,-1
ness shuttle unnes memang tidak operasi kah,"['ness', 'shuttle', 'unnes', 'memang', 'tidak', 'operasi', 'kah']",-2,-1
ness info kost hari wisuda oktober ramean tia,"['ness', 'info', 'kost', 'hari', 'wisuda', 'oktober', 'ramean', 'tia']",-3,-1
unnesmenfess akuu,"['unnesmenfess', 'akuu']",0,0
ness yang suka keep oper k0s sampai 2 minggu dp gilir dikonfirm ulang dekat h ngilang moga senin keliling orang badmood minimal konfirmasi nek tidak jadi yo rek https t co z6wowcj8i2,"['ness', 'yang', 'suka', 'keep', 'oper', 'k0s', 'sampai', '2', 'minggu', 'dp', 'gilir', 'dikonfirm', 'ulang', 'dekat', 'h', 'ngilang', 'moga', 'senin', 'keliling', 'orang', 'badmood', 'minimal', 'konfirmasi', 'nek', 'tidak', 'jadi', 'yo', 'rek', 'https', 't', 'co', 'z6wowcj8i2']",-20,-1
ness creambath enak dimanaaaa dongs unnes,"['ness', 'creambath', 'enak', 'dimanaaaa', 'dongs', 'unnes']",1,1
unnesmenfess akuu saya saja https t co mczibhymzn,"['unnesmenfess', 'akuu', 'saya', 'saja', 'https', 't', 'co', 'mczibhymzn']",-6,-1
ness cewek cewek yang kuliah suka pakai manset inner hati hati duduk bawah usaha dada tutup ya ngeri sangat kemarin gerombol cowok lihat tertawa tertawa,"['ness', 'cewek', 'cewek', 'yang', 'kuliah', 'suka', 'pakai', 'manset', 'inner', 'hati', 'hati', 'duduk', 'bawah', 'usaha', 'dada', 'tutup', 'ya', 'ngeri', 'sangat', 'kemarin', 'gerombol', 'cowok', 'lihat', 'tertawa', 'tertawa']",-5,-1
vvotanet unnes nder,"['vvotanet', 'unnes', 'nder']",0,0
ness tahu info jasa sewa mobil,"['ness', 'tahu', 'info', 'jasa', 'sewa', 'mobil']",2,1
unnesmenfess unnes sudah diterapin ges pakai artikel indeks sinta kalau sinta 2 tidak sidang,"['unnesmenfess', 'unnes', 'sudah', 'diterapin', 'ges', 'pakai', 'artikel', 'indeks', 'sinta', 'kalau', 'sinta', '2', 'tidak', 'sidang']",-11,-1
ness info anjem mobil ready poncol malam,"['ness', 'info', 'anjem', 'mobil', 'ready', 'poncol', 'malam']",-2,-1
lupa mam siang ness btw padang limo rumpun banar yaaa https t co q6jyhfoa2a,"['lupa', 'mam', 'siang', 'ness', 'btw', 'padang', 'limo', 'rumpun', 'banar', 'yaaa', 'https', 't', 'co', 'q6jyhfoa2a']",-7,-1
ness ukm hima ya nyewain backdrop ato kain hitam begitu ato warna,"['ness', 'ukm', 'hima', 'ya', 'nyewain', 'backdrop', 'ato', 'kain', 'hitam', 'begitu', 'ato', 'warna']",-4,-1
ness permisi hilang hp ya masjid ft siang hilang komen ya tahu hp nya ketemu sama,"['ness', 'permisi', 'hilang', 'hp', 'ya', 'masjid', 'ft', 'siang', 'hilang', 'komen', 'ya', 'tahu', 'hp', 'nya', 'ketemu', 'sama']",5,1
ness yang nribun indo vs taiwan solo tanggal 9 sep besok tidak ya sender cari sama,"['ness', 'yang', 'nribun', 'indo', 'vs', 'taiwan', 'solo', 'tanggal', '9', 'sep', 'besok', 'tidak', 'ya', 'sender', 'cari', 'sama']",-15,-1
harapanya ppg prajabnya sih unnes semarang eh plotingnya lempar pgri adibuana surabaya ya udahlah ya cari jalan syukur saja,"['harapanya', 'ppg', 'prajabnya', 'sih', 'unnes', 'semarang', 'eh', 'plotingnya', 'lempar', 'pgri', 'adibuana', 'surabaya', 'ya', 'udahlah', 'ya', 'cari', 'jalan', 'syukur', 'saja']",-1,-1
ness kasih tahu nasi padang yang enak murah cevattt laparr,"['ness', 'kasih', 'tahu', 'nasi', 'padang', 'yang', 'enak', 'murah', 'cevattt', 'laparr']",0,0
t i t i p a n ness buku kaya gin tidak yaa pinjam fc butuh sangat kalau komen saja yaa nanti dm makasii https t co 162egd50ri,"['t', 'i', 't', 'i', 'p', 'a', 'n', 'ness', 'buku', 'kaya', 'gin', 'tidak', 'yaa', 'pinjam', 'fc', 'butuh', 'sangat', 'kalau', 'komen', 'saja', 'yaa', 'nanti', 'dm', 'makasii', 'https', 't', 'co', '162egd50ri']",-18,-1
ness buka jastip gaco tidak ya siang sore kalau rep ya,"['ness', 'buka', 'jastip', 'gaco', 'tidak', 'ya', 'siang', 'sore', 'kalau', 'rep', 'ya']",-8,-1
ness yang sewain dress putih tidak kkl,"['ness', 'yang', 'sewain', 'dress', 'putih', 'tidak', 'kkl']",-14,-1
unnesmenfess ya kembang batas jangan lupa kupu kupu yang nder kalau unnes lihat kupu kupu lihat bangun,"['unnesmenfess', 'ya', 'kembang', 'batas', 'jangan', 'lupa', 'kupu', 'kupu', 'yang', 'nder', 'kalau', 'unnes', 'lihat', 'kupu', 'kupu', 'lihat', 'bangun']",-5,-1
dips butuh tenaga kerja part time crew mixue cabang unnes banar mahasiswa aktif lamar https t co 6eyb02npan,"['dips', 'butuh', 'tenaga', 'kerja', 'part', 'time', 'crew', 'mixue', 'cabang', 'unnes', 'banar', 'mahasiswa', 'aktif', 'lamar', 'https', 't', 'co', '6eyb02npan']",-3,-1
ness rekomendasiin makan versi unice maklum datang,"['ness', 'rekomendasiin', 'makan', 'versi', 'unice', 'maklum', 'datang']",-3,-1
ness tahu tidak yang suka ajar ngaji masjid yang deket gg kantil sender ajar kira2 gimana ya,"['ness', 'tahu', 'tidak', 'yang', 'suka', 'ajar', 'ngaji', 'masjid', 'yang', 'deket', 'gg', 'kantil', 'sender', 'ajar', 'kira2', 'gimana', 'ya']",-13,-1
ness enak siang beli makan yaa,"['ness', 'enak', 'siang', 'beli', 'makan', 'yaa']",0,0
abcdeeilobeu st poncol armada koridor 4 arah cangkir transit halte balaikota halte balaikota armada koridor 2 arah sisemut ungar transit halte elisabeth halte elisabeth armada koridor 6 arah unnes kak,"['abcdeeilobeu', 'st', 'poncol', 'armada', 'koridor', '4', 'arah', 'cangkir', 'transit', 'halte', 'balaikota', 'halte', 'balaikota', 'armada', 'koridor', '2', 'arah', 'sisemut', 'ungar', 'transit', 'halte', 'elisabeth', 'halte', 'elisabeth', 'armada', 'koridor', '6', 'arah', 'unnes', 'kak']",-24,-1
ness obat gigi mending puskesmas sekar mana ya unnes,"['ness', 'obat', 'gigi', 'mending', 'puskesmas', 'sekar', 'mana', 'ya', 'unnes']",1,1
ness info jastip makan sekarang maag nya kambuh,"['ness', 'info', 'jastip', 'makan', 'sekarang', 'maag', 'nya', 'kambuh']",-7,-1
ness yang rasa uang jatuh tidak deket lab kimia maaf sangat tidak ambil buru buru kelas yang rasa lumayan 30k an deh,"['ness', 'yang', 'rasa', 'uang', 'jatuh', 'tidak', 'deket', 'lab', 'kimia', 'maaf', 'sangat', 'tidak', 'ambil', 'buru', 'buru', 'kelas', 'yang', 'rasa', 'lumayan', '30k', 'an', 'deh']",-38,-1
first time coba ayam kepak o beli sayap yekan enak lembut bumbu resap rating 8 10 tapiii ukur tidak kaya iklan pic iklan menfess ness https t co s7wufsycno,"['first', 'time', 'coba', 'ayam', 'kepak', 'o', 'beli', 'sayap', 'yekan', 'enak', 'lembut', 'bumbu', 'resap', 'rating', '8', '10', 'tapiii', 'ukur', 'tidak', 'kaya', 'iklan', 'pic', 'iklan', 'menfess', 'ness', 'https', 't', 'co', 's7wufsycno']",0,0
ness info jastip open sekarang,"['ness', 'info', 'jastip', 'open', 'sekarang']",-6,-1
unnesmenfess skripsi salah bentuk tugas unnes pakai skripsi publikasi artikel jurnal kampus beda jurus beda gantung bijak butuh lulus,"['unnesmenfess', 'skripsi', 'salah', 'bentuk', 'tugas', 'unnes', 'pakai', 'skripsi', 'publikasi', 'artikel', 'jurnal', 'kampus', 'beda', 'jurus', 'beda', 'gantung', 'bijak', 'butuh', 'lulus']",-11,-1
cari anjem sekarang dari fbs cempakaa ness yang payment lewat dana yaap,"['cari', 'anjem', 'sekarang', 'dari', 'fbs', 'cempakaa', 'ness', 'yang', 'payment', 'lewat', 'dana', 'yaap']",-10,-1
ness spill blender portabel harga berapa,"['ness', 'spill', 'blender', 'portabel', 'harga', 'berapa']",3,1
ness info anjem mobil dungs sekarng,"['ness', 'info', 'anjem', 'mobil', 'dungs', 'sekarng']",-2,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ness beli bunga balon mana ya unnes,"['ness', 'beli', 'bunga', 'balon', 'mana', 'ya', 'unnes']",-1,-1
unnesmenfess ready kak,"['unnesmenfess', 'ready', 'kak']",1,1
ness pliss yang preloved mini magic com nggaa akuu butuh sangat,"['ness', 'pliss', 'yang', 'preloved', 'mini', 'magic', 'com', 'nggaa', 'akuu', 'butuh', 'sangat']",-12,-1
open jastip gaco area unnes rabu 30 agustus 2023 all product 3k free ongkir close order 16 00 wib langsung komen dm hubung https t co mczibhymzn terima kasih xixi,"['open', 'jastip', 'gaco', 'area', 'unnes', 'rabu', '30', 'agustus', '2023', 'all', 'product', '3k', 'free', 'ongkir', 'close', 'order', '16', '00', 'wib', 'langsung', 'komen', 'dm', 'hubung', 'https', 't', 'co', 'mczibhymzn', 'terima', 'kasih', 'xixi']",0,0
ness info kost cewek daerah kelud ditempatin september,"['ness', 'info', 'kost', 'cewek', 'daerah', 'kelud', 'ditempatin', 'september']",-3,-1
oh sudah 2 ness https t co nqwa70pnay,"['oh', 'sudah', '2', 'ness', 'https', 't', 'co', 'nqwa70pnay']",1,1
ness butuh anjem kampus kost jam only driver perempuan,"['ness', 'butuh', 'anjem', 'kampus', 'kost', 'jam', 'only', 'driver', 'perempuan']",-4,-1
memang kayak matahari unnes belah,"['memang', 'kayak', 'matahari', 'unnes', 'belah']",-4,-1
mutualku tauu makan ayam tulang lunak sekitar unnes 10k ayam nasi sambal kremesan lalap es teh 9 10 enaaaqqq bms 4 https t co v7qnzdrlyd,"['mutualku', 'tauu', 'makan', 'ayam', 'tulang', 'lunak', 'sekitar', 'unnes', '10k', 'ayam', 'nasi', 'sambal', 'kremesan', 'lalap', 'es', 'teh', '9', '10', 'enaaaqqq', 'bms', '4', 'https', 't', 'co', 'v7qnzdrlyd']",3,1
mahasiswa universitas negeri semarang unnes full senyum rektor dosen unnes dukung bijak mendikbud mahasiswa wajib skripsi https t co covyfetji6,"['mahasiswa', 'universitas', 'negeri', 'semarang', 'unnes', 'full', 'senyum', 'rektor', 'dosen', 'unnes', 'dukung', 'bijak', 'mendikbud', 'mahasiswa', 'wajib', 'skripsi', 'https', 't', 'co', 'covyfetji6']",2,1
ness jual rujak mana yaaa,"['ness', 'jual', 'rujak', 'mana', 'yaaa']",1,1
i just minted https t co ozhz19znqu x zora bridge pass 2 0 on mintdotfun https t co cqey6ibj4a,"['i', 'just', 'minted', 'https', 't', 'co', 'ozhz19znqu', 'x', 'zora', 'bridge', 'pass', '2', '0', 'on', 'mintdotfun', 'https', 't', 'co', 'cqey6ibj4a']",0,0
kartikasarif17 unnesmenfess asa pakai email unnes,"['kartikasarif17', 'unnesmenfess', 'asa', 'pakai', 'email', 'unnes']",1,1
medpart introducing gs koasis 2023 and presale 2 hai manieez koasis festival musik 2023 hadir tani masyarakat semarang feast hindia 3 guest star tunggu tunggu mumpung harga lambung buru amanin tiket https t co moqfdf1r6y,"['medpart', 'introducing', 'gs', 'koasis', '2023', 'and', 'presale', '2', 'hai', 'manieez', 'koasis', 'festival', 'musik', '2023', 'hadir', 'tani', 'masyarakat', 'semarang', 'feast', 'hindia', '3', 'guest', 'star', 'tunggu', 'tunggu', 'mumpung', 'harga', 'lambung', 'buru', 'amanin', 'tiket', 'https', 't', 'co', 'moqfdf1r6y']",1,1
sudah nyediain jasa anjem ngebantu eh saja pura pura lupa bulan tidak bayar chat tidak balas ness,"['sudah', 'nyediain', 'jasa', 'anjem', 'ngebantu', 'eh', 'saja', 'pura', 'pura', 'lupa', 'bulan', 'tidak', 'bayar', 'chat', 'tidak', 'balas', 'ness']",-12,-1
yang butuh topi pramuka cewek 2 free yaa ambil saja kalau komen sender dm ness,"['yang', 'butuh', 'topi', 'pramuka', 'cewek', '2', 'free', 'yaa', 'ambil', 'saja', 'kalau', 'komen', 'sender', 'dm', 'ness']",-16,-1
ness usia 23 dapat kerja wajar ya,"['ness', 'usia', '23', 'dapat', 'kerja', 'wajar', 'ya']",-2,-1
rektor unnes anggap bijak syarat skripsi wajib positif unnes nilai bijak anggap efisien simak artikel lengkap begitu begitu https t co dxgvw31zln unnes skripsi mahasiswa kemdikbud https t co q8ykzmyb6h,"['rektor', 'unnes', 'anggap', 'bijak', 'syarat', 'skripsi', 'wajib', 'positif', 'unnes', 'nilai', 'bijak', 'anggap', 'efisien', 'simak', 'artikel', 'lengkap', 'begitu', 'begitu', 'https', 't', 'co', 'dxgvw31zln', 'unnes', 'skripsi', 'mahasiswa', 'kemdikbud', 'https', 't', 'co', 'q8ykzmyb6h']",2,1
alhamdulillah agustus ramein graduation undip unnes udinus uin masyaallah thankyou client2 cantik btw lagi ingin portofolion kira2 yang jadi model tidak ya tapi butuh non hijab ajar pakai softlens dan lain mua semarang mua banyumanik https t co xwrqqoy8ab,"['alhamdulillah', 'agustus', 'ramein', 'graduation', 'undip', 'unnes', 'udinus', 'uin', 'masyaallah', 'thankyou', 'client2', 'cantik', 'btw', 'lagi', 'ingin', 'portofolion', 'kira2', 'yang', 'jadi', 'model', 'tidak', 'ya', 'tapi', 'butuh', 'non', 'hijab', 'ajar', 'pakai', 'softlens', 'dan', 'lain', 'mua', 'semarang', 'mua', 'banyumanik', 'https', 't', 'co', 'xwrqqoy8ab']",-19,-1
ness tahu toko brownies unnes sampang begitu tidak ya,"['ness', 'tahu', 'toko', 'brownies', 'unnes', 'sampang', 'begitu', 'tidak', 'ya']",-5,-1
ness t i t i p a n https t co cjfxywhxox,"['ness', 't', 'i', 't', 'i', 'p', 'a', 'n', 'https', 't', 'co', 'cjfxywhxox']",0,0
ness yang sudah lulus sudah klaim lisesnsi microsoft dari unnes tarik ya lisensi,"['ness', 'yang', 'sudah', 'lulus', 'sudah', 'klaim', 'lisesnsi', 'microsoft', 'dari', 'unnes', 'tarik', 'ya', 'lisensi']",1,1
ness bm moaci gemini jastip sampai unnes berapa ya,"['ness', 'bm', 'moaci', 'gemini', 'jastip', 'sampai', 'unnes', 'berapa', 'ya']",-2,-1
unnesmenfess ketoprak belah mixue patemon kak,"['unnesmenfess', 'ketoprak', 'belah', 'mixue', 'patemon', 'kak']",-5,-1
ness ingpo fried chicken pedas enak dongg,"['ness', 'ingpo', 'fried', 'chicken', 'pedas', 'enak', 'dongg']",-3,-1
unnesmenfess kostku tidak nder,"['unnesmenfess', 'kostku', 'tidak', 'nder']",-5,-1
ness ingfokan jastip warteg bahari bisa makasiiii,"['ness', 'ingfokan', 'jastip', 'warteg', 'bahari', 'bisa', 'makasiiii']",0,0
ness info yang kost banar mati lampu gaaa,"['ness', 'info', 'yang', 'kost', 'banar', 'mati', 'lampu', 'gaaa']",-5,-1
ness info ketoprak rekomen unnes,"['ness', 'info', 'ketoprak', 'rekomen', 'unnes']",-3,-1
ness anjem sangat,"['ness', 'anjem', 'sangat']",-2,-1
unnesmenfess btw tegur baik2 ya tidak yang labrak begitu parah tegur ngelunjak kalau pakai barang begitu seperti dibanting2 kalau jalan sengaja ngehentakin kaki biar berisik sudah tidak kostku tidak tahu sudah lulus pindah tidak pamit sih,"['unnesmenfess', 'btw', 'tegur', 'baik2', 'ya', 'tidak', 'yang', 'labrak', 'begitu', 'parah', 'tegur', 'ngelunjak', 'kalau', 'pakai', 'barang', 'begitu', 'seperti', 'dibanting2', 'kalau', 'jalan', 'sengaja', 'ngehentakin', 'kaki', 'biar', 'berisik', 'sudah', 'tidak', 'kostku', 'tidak', 'tahu', 'sudah', 'lulus', 'pindah', 'tidak', 'pamit', 'sih']",-34,-1
unnesmenfess kost anak 3 orang kamar suka masak malam huni sih tidak berat kalau memang masak malam tuh kalau bicara kencang sekali terus tegur kost dimusuhin wkwkwk,"['unnesmenfess', 'kost', 'anak', '3', 'orang', 'kamar', 'suka', 'masak', 'malam', 'huni', 'sih', 'tidak', 'berat', 'kalau', 'memang', 'masak', 'malam', 'tuh', 'kalau', 'bicara', 'kencang', 'sekali', 'terus', 'tegur', 'kost', 'dimusuhin', 'wkwkwk']",-7,-1
unnesmenfess ready anjem 24 jam harga murah riah driver ramah minat pc https t co tsqffwlfwi include air mineral botol helm,"['unnesmenfess', 'ready', 'anjem', '24', 'jam', 'harga', 'murah', 'riah', 'driver', 'ramah', 'minat', 'pc', 'https', 't', 'co', 'tsqffwlfwi', 'include', 'air', 'mineral', 'botol', 'helm']",13,1
ness info cetak lanyard id card panitia dongg murah hehhehe makasih,"['ness', 'info', 'cetak', 'lanyard', 'id', 'card', 'panitia', 'dongg', 'murah', 'hehhehe', 'makasih']",5,1
ness bantu yang liat rep yaa https t co cj26jumrqe,"['ness', 'bantu', 'yang', 'liat', 'rep', 'yaa', 'https', 't', 'co', 'cj26jumrqe']",-5,-1
ness info anjem stasiun poncol jam set3,"['ness', 'info', 'anjem', 'stasiun', 'poncol', 'jam', 'set3']",-3,-1
ridwanhr mah dimurahin bang mirip siklus starap bakar duit biar bondong bondong pakai produk,"['ridwanhr', 'mah', 'dimurahin', 'bang', 'mirip', 'siklus', 'starap', 'bakar', 'duit', 'biar', 'bondong', 'bondong', 'pakai', 'produk']",-8,-1
ness tidak buruk ya jadi lt 33 https t co kg9kvv7eys,"['ness', 'tidak', 'buruk', 'ya', 'jadi', 'lt', '33', 'https', 't', 'co', 'kg9kvv7eys']",-11,-1
ness info kost minggu ac ready,"['ness', 'info', 'kost', 'minggu', 'ac', 'ready']",-2,-1
ness pisang tantan pindah mana yaaa cari cari tidak ada,"['ness', 'pisang', 'tantan', 'pindah', 'mana', 'yaaa', 'cari', 'cari', 'tidak', 'ada']",-12,-1
ness kalau sender temenan khusus mas mas yang jombs saja yaa tidak teman kpop kdrama temenan saja yaa kalau nyaman gantung sepakat hehe snder cewek,"['ness', 'kalau', 'sender', 'temenan', 'khusus', 'mas', 'mas', 'yang', 'jombs', 'saja', 'yaa', 'tidak', 'teman', 'kpop', 'kdrama', 'temenan', 'saja', 'yaa', 'kalau', 'nyaman', 'gantung', 'sepakat', 'hehe', 'snder', 'cewek']",-17,-1
ness buku tidak sedia pinjemin pre https t co 8tqhbmwikq,"['ness', 'buku', 'tidak', 'sedia', 'pinjemin', 'pre', 'https', 't', 'co', '8tqhbmwikq']",-3,-1
info kos cewek bulan harga 500 unnes daerah patemon,"['info', 'kos', 'cewek', 'bulan', 'harga', '500', 'unnes', 'daerah', 'patemon']",-1,-1
muhammad cinta allah ikut niscaya allah cinta ampun dosa dosa allah maha kam maha sayang qs ali imran 3 31 wassalamu alaikum warahmatullahi wabarakatuh,"['muhammad', 'cinta', 'allah', 'ikut', 'niscaya', 'allah', 'cinta', 'ampun', 'dosa', 'dosa', 'allah', 'maha', 'kam', 'maha', 'sayang', 'qs', 'ali', 'imran', '3', '31', 'wassalamu', 'alaikum', 'warahmatullahi', 'wabarakatuh']",18,1
allah swt firman,"['allah', 'swt', 'firman']",5,1
cinta nabi muhammad saw jalan raih ridho allah swt ujung ampun dosa salah,"['cinta', 'nabi', 'muhammad', 'saw', 'jalan', 'raih', 'ridho', 'allah', 'swt', 'ujung', 'ampun', 'dosa', 'salah']",-2,-1
assalamu alaikum wr wb cinta nabi saw prinsip mata raih keridhoan allah swt cinta nabi muhammad saw sepenuh laksana perintah,"['assalamu', 'alaikum', 'wr', 'wb', 'cinta', 'nabi', 'saw', 'prinsip', 'mata', 'raih', 'keridhoan', 'allah', 'swt', 'cinta', 'nabi', 'muhammad', 'saw', 'sepenuh', 'laksana', 'perintah']",15,1
unnesmenfess utekke ning ndi kui ngei rego jastip mung 3k macet e unnes kek begitu kasih harga 3k,"['unnesmenfess', 'utekke', 'ning', 'ndi', 'kui', 'ngei', 'rego', 'jastip', 'mung', '3k', 'macet', 'e', 'unnes', 'kek', 'begitu', 'kasih', 'harga', '3k']",4,1
go mes good message gomes divisidakwahdanbudaya kabinetrejoberkahingkaryo ukmrebanamodernunnes cintaindonesiacintasholawat https t co kv0uxdars5,"['go', 'mes', 'good', 'message', 'gomes', 'divisidakwahdanbudaya', 'kabinetrejoberkahingkaryo', 'ukmrebanamodernunnes', 'cintaindonesiacintasholawat', 'https', 't', 'co', 'kv0uxdars5']",5,1
